ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000227252	2	236910771	237085841	COPS8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55816]	COPS8-DT
ENSG00000227260	3	30518624	30546078	long intergenic non-protein coding RNA 1985 [Source:HGNC Symbol;Acc:HGNC:52816]	LINC01985
ENSG00000227292	2	38111185	38239590	novel transcript	
ENSG00000227337	3	32785646	32786116	ribosomal protein L23a pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35751]	RPL23AP43
ENSG00000227359	2	113668412	113704177	long intergenic non-protein coding RNA 2936 [Source:HGNC Symbol;Acc:HGNC:55940]	LINC02936
ENSG00000227373	1	174110268	174160394	RABGAP1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:54296]	RABGAP1L-DT
ENSG00000227375	3	197298225	197309307	DLG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44154]	DLG1-AS1
ENSG00000227398	3	47164024	47246601	KIF9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26822]	KIF9-AS1
ENSG00000227403	2	161244544	161262898	long intergenic non-protein coding RNA 1806 [Source:HGNC Symbol;Acc:HGNC:52599]	LINC01806
ENSG00000227496	1	225685933	225752258	novel transcript	
ENSG00000227513	2	106344566	106345433	ILRUN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54748]	ILRUNP1
ENSG00000227533	1	42959028	42996814	SLC2A1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44187]	SLC2A1-DT
ENSG00000227542	2	191209191	191246251	MYO1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55807]	MYO1B-AS1
ENSG00000227791	2	64665607	64666064	ribosomal protein S10 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36451]	RPS10P9
ENSG00000227799	2	55224280	55225908	CDPF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54763]	CDPF1P1
ENSG00000227946	2	206084551	206100326	INO80D antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55803]	INO80D-AS1
ENSG00000227959	1	16155072	16183148	EPHA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40216]	EPHA2-AS1
ENSG00000227963	1	110286375	110339216	RBM15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53636]	RBM15-AS1
ENSG00000228013	1	154402328	154406564	IL6R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53716]	IL6R-AS1
ENSG00000228043	2	138071821	138501711	SPOPL divergent transcript [Source:HGNC Symbol;Acc:HGNC:55802]	SPOPL-DT
ENSG00000228044	1	234646289	234683181	novel transcript	
ENSG00000228109	3	196999460	197004748	MELTF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40373]	MELTF-AS1
ENSG00000228110	1	210265636	210267241	ST13, Hsp70 interacting protein pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:38862]	ST13P19
ENSG00000228126	1	150515667	150537267	focally amplified lncRNA regulator of ECM1 [Source:HGNC Symbol;Acc:HGNC:43713]	FALEC
ENSG00000228150	1	9909408	9949974	novel transcript	
ENSG00000228192	1	42832522	42891484	ZNF691 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55800]	ZNF691-DT
ENSG00000228205	3	184149704	184150435	ribosomal protein S3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36700]	RPS3P3
ENSG00000228221	3	177377207	177767379	long intergenic non-protein coding RNA 578 [Source:HGNC Symbol;Acc:HGNC:43807]	LINC00578
ENSG00000228238	1	186578279	186579299	zinc-finger protein pseudogene	
ENSG00000228242	3	14144637	14165978	XPC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55014]	XPC-AS1
ENSG00000228288	1	202810827	202827227	prostate cancer associated transcript 6 [Source:HGNC Symbol;Acc:HGNC:43714]	PCAT6
ENSG00000228350	3	48662983	48672733	long intergenic non-protein coding RNA 2585 [Source:HGNC Symbol;Acc:HGNC:50302]	LINC02585
ENSG00000228399	1	101256274	101256616	ribosomal protein S20 (RPS20) pseudogene	
ENSG00000228436	1	38859886	38965038	RRAGC divergent transcript [Source:HGNC Symbol;Acc:HGNC:55793]	RRAGC-DT
ENSG00000228474	2	27070470	27071685	oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]	OST4
ENSG00000228477	1	39962680	39963404	ribosomal protein S2 (RPS2) pseudogene	
ENSG00000228486	2	97664217	97703066	chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]	C2orf92
ENSG00000228499	2	235882362	235882493	thymosin beta 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41949]	TMSB10P1
ENSG00000228502	1	96446930	96448318	eukaryotic translation elongation factor 1 alpha 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3206]	EEF1A1P11
ENSG00000228509	2	190672297	190882073	novel transcript, antisense to NAB1	
ENSG00000228513	2	203061314	203062403	zinc finger protein 14 (ZNF14) pseudogene	
ENSG00000228526	1	9139555	9202826	MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]	MIR34AHG
ENSG00000228528	2	104701290	104708138	novel transcript	
ENSG00000228590	2	60311286	60439841	MIR4432 host gene [Source:HGNC Symbol;Acc:HGNC:52005]	MIR4432HG
ENSG00000228594	1	1598012	1600135	fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]	FNDC10
ENSG00000228686	1	176017277	176018760	novel transcript	
ENSG00000228794	1	825138	868835	long intergenic non-protein coding RNA 1128 [Source:HGNC Symbol;Acc:HGNC:49377]	LINC01128
ENSG00000228818	1	240142670	240145389	proteasome 26S non-ATPase subunit 2 (PSMD2) pseudogene	
ENSG00000228857	2	113760277	113891064	ACTR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53965]	ACTR3-AS1
ENSG00000228863	1	160647034	160699761	novel transcript, antisense to CD48	
ENSG00000228917	1	161083814	161092327	NECTIN4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40893]	NECTIN4-AS1
ENSG00000228929	1	52772194	52772648	ribosomal protein S13 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36364]	RPS13P2
ENSG00000228973	2	219617626	219628879	novel transcript	
ENSG00000228981	4	143349275	143350117	ribosomal protein S2 (RPS2) pseudogene	
ENSG00000229021	1	151994531	152078445	novel transcript	
ENSG00000229023	2	190992639	190993567	RAB1A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54644]	RAB1AP1
ENSG00000229204	4	169791221	169791702	prostaglandin E synthase 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43823]	PTGES3P3
ENSG00000229241	3	3981981	3984295	polyribonucleotide nucleotidyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44468]	PNPT1P1
ENSG00000229267	2	214809470	214963622	small nucleolar RNA host gene 31 [Source:HGNC Symbol;Acc:HGNC:54196]	SNHG31
ENSG00000229291	1	235910386	235972511	long intergenic non-protein coding RNA 2768 [Source:HGNC Symbol;Acc:HGNC:54288]	LINC02768
ENSG00000229334	3	194632903	194645407	TMEM44 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41082]	TMEM44-AS2
ENSG00000229337	2	176989418	177213200	novel transcript	
ENSG00000229344	1	632757	633438	MT-CO2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52028]	MTCO2P12
ENSG00000229393	1	2493437	2494479	novel transcript	
ENSG00000229431	1	43367478	43389155	MED8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40908]	MED8-AS1
ENSG00000229503	2	62532583	62533059	ribosomal protein L21 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:35704]	RPL21P37
ENSG00000229505	1	86029854	86030589	novel pseudogene	
ENSG00000229589	3	38451027	38454820	ACVR2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44161]	ACVR2B-AS1
ENSG00000229619	3	152245262	152269590	MBNL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44584]	MBNL1-AS1
ENSG00000229638	3	185417495	185418778	ribosomal protein L4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36179]	RPL4P4
ENSG00000229647	2	207165961	207253323	myocardin-induced smooth muscle lncRNA, inducer of differentiation [Source:HGNC Symbol;Acc:HGNC:51821]	MYOSLID
ENSG00000229806	3	54626215	54626646	ribosomal protein S15 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35536]	RPS15P5
ENSG00000229816	2	32201600	32203999	DEAD-box helicase 50 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18974]	DDX50P1
ENSG00000229839	2	62069447	62196669	novel transcript	
ENSG00000229953	1	156614740	156661503	BCAN antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56267]	BCAN-AS2
ENSG00000229956	1	71081324	71489976	ZRANB2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43595]	ZRANB2-DT
ENSG00000229994	1	35350722	35351607	ribosomal protein L5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36095]	RPL5P4
ENSG00000230026	1	235361153	235362540	dentatorubral-pallidoluysian atrophy (atrophin-1) (DRPLA) pseudogene	
ENSG00000230037	2	136329441	136329913	ubiquitin B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12464]	UBBP1
ENSG00000230124	1	180269653	180502954	acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339]	ACBD6
ENSG00000230327	2	50588690	50589415	MT-CO1 pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:52107]	MTCO1P42
ENSG00000230337	1	11060228	11102105	EXOSC10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40456]	EXOSC10-AS1
ENSG00000230364	1	171683128	171684438	ribosomal protein L4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35773]	RPL4P3
ENSG00000230409	3	37275693	37276598	transcription elongation factor A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29891]	TCEA1P2
ENSG00000230415	1	1274033	1280420	long intergenic non-protein coding RNA 1786 [Source:HGNC Symbol;Acc:HGNC:52575]	LINC01786
ENSG00000230424	1	19210330	19240709	EMC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54050]	EMC1-AS1
ENSG00000230457	3	156809551	156810732	proliferation-associated 2G4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32217]	PA2G4P4
ENSG00000230515	2	7523689	7721718	novel transcript	
ENSG00000230615	1	44030414	44115913	novel transcript	
ENSG00000230623	1	200333193	200479399	novel transcript, antisense to ZNF281	
ENSG00000230628	1	234669523	234696153	novel transcript	
ENSG00000230638	1	41542069	41544310	novel pseudogene	
ENSG00000230650	2	110360608	110363737	zinc finger protein 532 (ZNF532) pseudogene	
ENSG00000230832	1	147082338	147083578	small RNA binding exonuclease protection factor La like 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:54985]	SSBL4P
ENSG00000230849	1	173141100	173142350	GOT2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4435]	GOT2P2
ENSG00000230896	1	45694684	45697075	novel transcript	
ENSG00000230937	1	209427531	209432855	MIR205 host gene [Source:HGNC Symbol;Acc:HGNC:43562]	MIR205HG
ENSG00000230953	1	52920422	52920596	translational machinery associated 7 homolog (S. cerevisiae) (TMA7) pseudogene	
ENSG00000230979	2	47690716	47691246	ribosomal protein L18a (RPL18A) pseudogene	
ENSG00000231043	2	58460292	58462032	IK cytokine, down-regulator of HLA II (IK) pseudogene	
ENSG00000231050	1	1891175	1892835	GNB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55772]	GNB1-DT
ENSG00000231064	1	155194806	155207322	THBS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40582]	THBS3-AS1
ENSG00000231072	1	116713833	116714835	glyceraldehyde-3-phosphate dehydrogenase pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:4158]	GAPDHP64
ENSG00000231084	1	185171335	185171710	ribosomal protein L22 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:53758]	RPL22P24
ENSG00000231160	4	38594512	38664952	KLF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25796]	KLF3-AS1
ENSG00000231177	3	10284419	10285746	long intergenic non-protein coding RNA 852 [Source:HGNC Symbol;Acc:HGNC:29904]	LINC00852
ENSG00000231181	1	9576427	9576985	ribosomal protein L9 (RPL9) pseudogene	
ENSG00000231312	2	39436530	39665343	MAP4K3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54056]	MAP4K3-DT
ENSG00000231327	2	70093885	70142950	long intergenic non-protein coding RNA 1816 [Source:HGNC Symbol;Acc:HGNC:52621]	LINC01816
ENSG00000231365	1	119140391	119362600	WARS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40612]	WARS2-AS1
ENSG00000231434	1	158523672	158525838	heat shock protein 90 alpha family class A member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5254]	HSP90AA3P
ENSG00000231437	1	111989770	112008406	long intergenic non-protein coding RNA 1750 [Source:HGNC Symbol;Acc:HGNC:52538]	LINC01750
ENSG00000231442	4	63350114	63351472	LARP1B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37097]	LARP1BP1
ENSG00000231609	2	62957316	63048640	EHBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55766]	EHBP1-AS1
ENSG00000231648	1	209350401	209380518	long intergenic non-protein coding RNA 1698 [Source:HGNC Symbol;Acc:HGNC:52486]	LINC01698
ENSG00000231663	1	234372802	234373857	COA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40825]	COA6-AS1
ENSG00000231666	1	158131983	158149810	long intergenic non-protein coding RNA 1704 [Source:HGNC Symbol;Acc:HGNC:52492]	LINC01704
ENSG00000231672	2	217284019	217756656	disrupted in renal carcinoma 3 [Source:HGNC Symbol;Acc:HGNC:17805]	DIRC3
ENSG00000231700	1	157709086	157709643	pseudogene similar to part of SON DNA binding protein (SON)	
ENSG00000231767	1	192716183	192716653	ribosomal protein S27a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36867]	RPS27AP5
ENSG00000231768	1	234502343	234532575	long intergenic non-protein coding RNA 1354 [Source:HGNC Symbol;Acc:HGNC:50581]	LINC01354
ENSG00000231770	3	194583969	194590263	TMEM44 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44272]	TMEM44-AS1
ENSG00000231826	2	42972255	43040662	long intergenic non-protein coding RNA 1819 [Source:HGNC Symbol;Acc:HGNC:52624]	LINC01819
ENSG00000231841	4	152927446	152928207	family with sequence similarity 192 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:37194]	FAM192BP
ENSG00000231890	2	135985122	136078527	DARS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40170]	DARS1-AS1
ENSG00000231908	2	208254173	208256233	IDH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40292]	IDH1-AS1
ENSG00000231969	2	149587196	150047447	MMADHC divergent transcript [Source:HGNC Symbol;Acc:HGNC:41087]	MMADHC-DT
ENSG00000231999	1	89581291	89633008	LRRC8C divergent transcript [Source:HGNC Symbol;Acc:HGNC:53731]	LRRC8C-DT
ENSG00000232027	1	51372270	51373224	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog) (PSMD7) pseudogene	
ENSG00000232090	2	112995517	112995937	POLR2D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54764]	POLR2DP1
ENSG00000232093	1	155045191	155051172	DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]	DCST1-AS1
ENSG00000232112	3	48440213	48444218	translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]	TMA7
ENSG00000232194	1	167820375	167821949	novel transcript	
ENSG00000232198	1	55372710	55373316	MT-CO2 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:52316]	MTCO2P34
ENSG00000232223	1	166796266	166797183	calponin 2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39535]	CNN2P10
ENSG00000232273	1	37544763	37545294	ferritin heavy chain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3979]	FTH1P1
ENSG00000232284	1	67832193	68202987	GNG12, DIRAS3 and WLS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43938]	GNG12-AS1
ENSG00000232341	1	166747379	166748660	ribosomal protein L4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36836]	RPL4P2
ENSG00000232347	1	247207430	247241823	novel transcript	
ENSG00000232352	3	50265974	50276052	SEMA3B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49096]	SEMA3B-AS1
ENSG00000232354	3	42506465	42533258	VIPR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40610]	VIPR1-AS1
ENSG00000232450	1	113698884	113699631	ribosomal protein S2 (RPS2) pseudogene	
ENSG00000232453	1	58882868	58942714	long intergenic non-protein coding RNA 2777 [Source:HGNC Symbol;Acc:HGNC:54297]	LINC02777
ENSG00000232485	2	216479030	216499047	RPL37A divergent transcript [Source:HGNC Symbol;Acc:HGNC:40510]	RPL37A-DT
ENSG00000232499	1	113449700	113450728	heterogeneous nuclear ribonucleoprotein A3 (hnRNPA3) pseudogene	
ENSG00000232536	1	151540516	151561855	novel transcript	
ENSG00000232628	1	224208740	224213625	novel transcript	
ENSG00000232648	4	183462402	183505777	ING2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55723]	ING2-DT
ENSG00000232679	1	221811869	222064817	long intergenic non-protein coding RNA 1705 [Source:HGNC Symbol;Acc:HGNC:52493]	LINC01705
ENSG00000232742	2	131460999	131461577	ras homolog family member Q pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37836]	RHOQP2
ENSG00000232788	2	172464259	172556596	ITGA6 and PDK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40308]	ITGA6-AS1
ENSG00000232811	1	110943467	110952848	novel transcript	
ENSG00000232824	1	198197779	198198186	proline rich 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50614]	PRR13P1
ENSG00000232860	1	183448118	183472983	SMG7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24518]	SMG7-AS1
ENSG00000232883	1	220316667	220317599	ribosomal protein lateral stalk subunit P0 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35620]	RPLP0P5
ENSG00000232995	1	163244505	163321894	novel transcript	
ENSG00000233008	1	82989545	83861130	long intergenic non-protein coding RNA 1725 [Source:HGNC Symbol;Acc:HGNC:52513]	LINC01725
ENSG00000233057	1	194188967	194190342	eukaryotic translation elongation factor 1 alpha 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:3197]	EEF1A1P14
ENSG00000233058	3	194487120	194521156	ATP13A3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48570]	ATP13A3-DT
ENSG00000233069	1	20732249	20733952	novel transcript	
ENSG00000233087	2	131360492	131364168	RAB6D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30272]	RAB6D
ENSG00000233133	3	17706058	17706233	NPEPPS pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56399]	NPEPPSP2
ENSG00000233184	1	101025825	101090513	DPH5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53720]	DPH5-DT
ENSG00000233203	1	54886800	54992290	DHCR24 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53969]	DHCR24-DT
ENSG00000233221	2	130830978	130836994	ARHGEF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55716]	ARHGEF4-AS1
ENSG00000233230	2	47904971	47920233	novel transcript	
ENSG00000233266	2	54051334	54051760	high mobility group box 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:39122]	HMGB1P31
ENSG00000233276	3	49357174	49358605	glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]	GPX1
ENSG00000233328	1	171670517	171670939	profilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42989]	PFN1P1
ENSG00000233332	1	234212606	234215088	novel transcript	
ENSG00000233396	1	146052566	146061952	long intergenic non-protein coding RNA 1719 [Source:HGNC Symbol;Acc:HGNC:52506]	LINC01719
ENSG00000233406	1	51250603	51251472	ribosomal protein S2 (RPS2) pseudogene	
ENSG00000233426	2	58251440	58252525	eukaryotic translation initiation factor 3 subunit F pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37625]	EIF3FP3
ENSG00000233432	1	121502344	121503891	mitochondrial translational initiation factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:14861]	MTIF2P1
ENSG00000233449	1	106802755	106803427	MT-ATP6 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:52059]	MTATP6P14
ENSG00000233589	1	68479129	68483539	DEPDC1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58135]	DEPDC1-AS2
ENSG00000233597	3	142043623	142044198	ribosomal protein L19 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36795]	RPL19P6
ENSG00000233608	2	238848032	238910534	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]	TWIST2
ENSG00000233621	1	37333698	37474432	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1 [Source:HGNC Symbol;Acc:HGNC:49453]	LITATS1
ENSG00000233654	2	190534855	190639083	NEMP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55713]	NEMP2-DT
ENSG00000233708	1	42886597	42888767	epidermodysplasia verruciformis 1 (EVER1) pseudogene	
ENSG00000233757	2	95207521	95259774	zinc finger protein 892 [Source:HGNC Symbol;Acc:HGNC:38707]	ZNF892
ENSG00000233762	2	171517270	171517716	ribosomal protein S15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35712]	RPS15P4
ENSG00000233791	1	203292301	203321067	BTG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49452]	BTG2-DT
ENSG00000233819	1	152744299	152744606	late cornified envelope pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31806]	LCEP1
ENSG00000233912	3	5143059	5188298	novel transcript, antisense to ARL8B	
ENSG00000234028	2	88627539	88631825	EIF2AK3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54066]	EIF2AK3-DT
ENSG00000234072	2	27356246	27367881	GTF3C2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55699]	GTF3C2-AS2
ENSG00000234073	3	36880184	36880729	CBX3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:56409]	CBX3P10
ENSG00000234093	1	44780331	44780715	ribosomal protein S15a pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36707]	RPS15AP11
ENSG00000234123	3	14572852	14574792	RHBDF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44499]	RHBDF1P1
ENSG00000234171	2	3558375	3564842	RNASEH1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49289]	RNASEH1-DT
ENSG00000234329	1	45651039	45651826	ribosomal protein L7a pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35898]	RPL7AP16
ENSG00000234350	2	170700343	170818037	ERICH2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55686]	ERICH2-DT
ENSG00000234429	2	81194337	81201184	ANKRD11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54737]	ANKRD11P1
ENSG00000234473	1	192993449	192994677	zinc finger protein 101 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44942]	ZNF101P2
ENSG00000234478	1	226133245	226155071	ACBD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40701]	ACBD3-AS1
ENSG00000234518	1	89104285	89104767	prostaglandin E synthase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43824]	PTGES3P1
ENSG00000234546	1	9181588	9198023	long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]	LNCTAM34A
ENSG00000234614	1	151841877	151851549	C2CD4D and THEM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54045]	C2CD4D-AS1
ENSG00000234645	2	138288029	138288793	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49439]	YWHAEP5
ENSG00000234678	1	201995696	202010463	ELF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40211]	ELF3-AS1
ENSG00000234694	1	43351247	43358861	CDC20 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55681]	CDC20-DT
ENSG00000234741	1	173851424	173868940	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]	GAS5
